parameter_name,Startle response
mouse_life_stage,Late adult
gene_symbol,Snap23
mouse_strain,C57BL
parameter_id,IMPC_CSD_036_001
gene_accession_id,MGI:109356
pvalue,0.8815027
analysis_id,nar730ynfd7hz2g
