gene_symbol,Nucks1
mouse_strain,C57BL
parameter_id,M-G-P_014_001_001
pvalue,0.5173003
analysis_id,jq9eoz23np0l164
gene_accession_id,MGI:1934811
mouse_life_stage,Late adult
parameter_name,Eye
