gene_accession_id,MGI:2140475
gene_symbol,AU040320
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_id,IMPC_LDT_006_001
pvalue,0.1880111
parameter_name,Latency to first transition into dark
analysis_id,4f9085c0088f4h2
