gene_symbol,AU040320
mouse_life_stage,Early adult
parameter_id,MGP_CSD_067_001
mouse_strain,C57BL
parameter_name,Snout size
gene_accession_id,MGI:2140475
pvalue,0.7266905
analysis_id,8c16v92xt1l2r4b
