parameter_id,IMPC_XRY_023_001
gene_accession_id,MGI:2684980
analysis_id,949454nv4z52a8e
mouse_strain,C57BL
pvalue,0.3358547
gene_symbol,Mms22l
mouse_life_stage,Early adult
parameter_name,Ulna
