gene_symbol,Sass6
mouse_life_stage,E12.5
parameter_id,JAX_SLW_014_001
parameter_name,Breath rate during sleep standard deviation
gene_accession_id,MGI:1920026
pvalue,0.7316371
mouse_strain,C51BL
analysis_id,j251o871pb9vm32
