parameter_id,JAX_OFD_015_001
mouse_life_stage,Early adult
pvalue,0.5587246
gene_symbol,Cntfr
analysis_id,te79j7y61knnk4k
mouse_strain,129SV
parameter_name,Center resting time
gene_accession_id,MGI:99605
