parameter_id,JAXLA_CSD_007_001
gene_accession_id,MGI:3046938
parameter_name,Coat - color - abdomen
analysis_id,q1rt69mu734e5js
gene_symbol,Hrnr
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.2839039
