mouse_life_stage,Late adult
gene_accession_id,MGI:2446274
parameter_name,Activity (body position)
gene_symbol,Frmpd1
mouse_strain,C57BL
parameter_id,IMPC_CSD_029_001
analysis_id,47et30iqz8894az
pvalue,0.1868052
