gene_symbol,Ahcy
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:87968
pvalue,0.3657563
parameter_id,HMGULA_DYS_024_001
parameter_name,Vibrissae - appearance
analysis_id,vefsh2sd921z03m
