parameter_id,JAX_LDT_002_001
analysis_id,ssttr1i5xb3782i
mouse_life_stage,Early adult
gene_symbol,Mapkap1
mouse_strain,C57BL
parameter_name,Light side time spent
gene_accession_id,MGI:2444554
pvalue,0.1022321
