gene_symbol,Secisbp2l
parameter_id,IMPC_GEP_076_001
parameter_name,Cleft palate
mouse_life_stage,Middle aged adult
analysis_id,n2rq552ai25chd4
gene_accession_id,MGI:1917604
pvalue,0.5839143
mouse_strain,C57BL
