parameter_name,Whole arena resting time
mouse_life_stage,Early adult
analysis_id,ucmw1xh0carig3o
parameter_id,HRWLLA_OFD_007_001
gene_symbol,Rab3gap2
mouse_strain,C57BL
pvalue,0.8105005
gene_accession_id,MGI:1916043
