gene_symbol,Plcb1
gene_accession_id,MGI:97613
parameter_name,Periphery average speed
mouse_life_stage,Late adult
analysis_id,12h7usju49s64k0
mouse_strain,C57BL
parameter_id,ESLIM_007_001_009
pvalue,0.8059338
