parameter_name,Whole arena average speed
mouse_strain,C57BL
pvalue,0.2166542
gene_symbol,Trpa1
parameter_id,IMPC_OFD_009_001
mouse_life_stage,Early adult
analysis_id,33tok38hdn7p137
gene_accession_id,MGI:3522699
