gene_symbol,Fgb
gene_accession_id,MGI:99501
mouse_strain,C57BL
parameter_id,M-G-P_007_001_008
mouse_life_stage,E12.5
pvalue,0.9001644
parameter_name,Periphery - Permanence Time
analysis_id,33uk4y438i2yuii
