parameter_id,JAX_OFD_012_001
mouse_life_stage,Early adult
pvalue,0.8874288
mouse_strain,C57BL
parameter_name,Periphery permanence time
gene_accession_id,MGI:2653612
gene_symbol,Amigo1
analysis_id,x89at28dv12d013
