mouse_strain,129SV
pvalue,0.2628782
parameter_name,Alkaline phosphatase
gene_symbol,Cds2
parameter_id,IMPC_CBC_014_001
analysis_id,b4bj6r39whw3039
gene_accession_id,MGI:1332236
mouse_life_stage,Early adult
