parameter_id,IMPC_ECH_018_001
mouse_strain,C57BL
gene_symbol,Tnni1
parameter_name,Respiration Rate
analysis_id,zm20jnr0jl2okik
mouse_life_stage,Early adult
gene_accession_id,MGI:105073
pvalue,0.6934627
