pvalue,0.2253076
mouse_strain,C57BL
gene_accession_id,MGI:99501
analysis_id,gy6u25wb5v4yy52
gene_symbol,Fgb
parameter_name,lens
parameter_id,M-G-P_014_001_009
mouse_life_stage,E12.5
