parameter_id,JAXLA_CSD_023_001
gene_symbol,Bmi1
mouse_life_stage,Early adult
analysis_id,54g356dk056wm79
gene_accession_id,MGI:88174
parameter_name,Vibrissae - presence
mouse_strain,C57BL
pvalue,0.9430024
