gene_symbol,Hspa5
gene_accession_id,MGI:95835
pvalue,0.7503527
parameter_name,Red blood cell count
parameter_id,IMPC_HEM_002_001
mouse_strain,C57BL
analysis_id,9w8a5b1jc7v2sig
mouse_life_stage,E9.5
