mouse_life_stage,Late adult
mouse_strain,C57BL
analysis_id,m4k3e1p1u39478h
pvalue,0.7949835
gene_accession_id,MGI:1345282
parameter_name,PR
gene_symbol,Slc30a4
parameter_id,IMPC_ECG_006_001
