parameter_id,MGP_BMI_013_001
analysis_id,9o5lvvviyde97o1
mouse_strain,C57BL
gene_symbol,Bcs1l
mouse_life_stage,E12.5
parameter_name,Immature B cells (Hardy fraction E) - % of CD45+
pvalue,0.3178142
gene_accession_id,MGI:1914071
