gene_symbol,Hnf4a
analysis_id,q5950z8nx36556w
pvalue,0.1360037
gene_accession_id,MGI:109128
parameter_id,ESLIM_016_001_003
parameter_name,Haemoglobin
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
