parameter_id,MGP_BMI_014_001
mouse_life_stage,Early adult
gene_symbol,Trpa1
pvalue,0.4821028
mouse_strain,C57BL
analysis_id,bnzv8l6rv44z49l
parameter_name,Mature B cells (Hardy fraction F) - % of CD45+
gene_accession_id,MGI:3522699
