mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2446274
parameter_id,IMPC_ECG_006_001
mouse_strain,C57BL
parameter_name,PR
pvalue,0.3383023
analysis_id,95pq4i900v96403
gene_symbol,Frmpd1
