gene_symbol,Rigi
parameter_name,Coat - color - abdomen
mouse_strain,C57BL
analysis_id,y7r4d08v81z2gd2
mouse_life_stage,Early adult
pvalue,0.1559388
parameter_id,IMPC_CSD_007_001
gene_accession_id,MGI:2442858
