parameter_name,Red blood cell count
pvalue,0.8256527
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_002_001
analysis_id,jz3z3350d808tho
gene_accession_id,MGI:106100
gene_symbol,Etfdh
