gene_symbol,Mapkap1
gene_accession_id,MGI:2444554
parameter_name,Lean mass
parameter_id,IMPC_DXA_003_001
analysis_id,37s27fs377231r1
mouse_strain,C57BL
pvalue,0.6789716
mouse_life_stage,Early adult
