mouse_strain,C57BL
parameter_name,Cue Baseline % Freezing Time
gene_accession_id,MGI:1917604
parameter_id,HRWLLA_FEA_015_001
analysis_id,39029k2at7w0ex5
mouse_life_stage,Late adult
gene_symbol,Secisbp2l
pvalue,0.9966956
