mouse_life_stage,Early adult
parameter_name,Creatinine
parameter_id,IMPC_CBC_005_001
analysis_id,91373b69i002a7n
gene_symbol,Psmd14
mouse_strain,C57BL
pvalue,0.7759118
gene_accession_id,MGI:1913284
