parameter_id,IMPC_GRS_009_001
gene_symbol,Nemp2
parameter_name,Forelimb and hindlimb grip strength measurement mean
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:2444113
pvalue,0.1912105
analysis_id,46ur96yn099l2d2
