parameter_id,MGP_IMM_070_001
parameter_name,Total ab T cells - % of CD45+
mouse_strain,C57BL
gene_symbol,Dcaf12
pvalue,0.937756
gene_accession_id,MGI:1916220
mouse_life_stage,Early adult
analysis_id,aws1upk2399z33k
