parameter_id,MGP_CSD_015_001
gene_symbol,Snap23
mouse_life_stage,Late adult
gene_accession_id,MGI:109356
mouse_strain,C57BL
analysis_id,91fz90522406i93
pvalue,0.4855639
parameter_name,Head coat/hair presence
