gene_symbol,Cds2
pvalue,0.7506967
gene_accession_id,MGI:1332236
mouse_strain,129SV
parameter_name,Basophil cell count
parameter_id,IMPC_HEM_037_001
analysis_id,2i13rn4684819fl
mouse_life_stage,Early adult
