mouse_strain,C57BL
parameter_name,Total T cell percentage
analysis_id,2uga3jn485m784v
parameter_id,MGP_PBI_001_001
gene_accession_id,MGI:1922745
gene_symbol,Morn5
mouse_life_stage,Early adult
pvalue,0.5282094
