parameter_id,UCD_OWT_008_001
gene_accession_id,MGI:1914061
pvalue,0.3155213
mouse_strain,C57BL
analysis_id,6w6z63h02u6cq2j
gene_symbol,Duoxa2
parameter_name,Liver weight
mouse_life_stage,Early adult
