pvalue,0.6822626
mouse_strain,C57BL
parameter_name,Aspartate aminotransferase
gene_symbol,Ints7
gene_accession_id,MGI:1924315
mouse_life_stage,Early adult
analysis_id,7uu9207v44w7q50
parameter_id,IMPC_CBC_012_001
