gene_symbol,Fgb
mouse_life_stage,Early adult
pvalue,0.290342
parameter_name,LVIDd
parameter_id,IMPC_ECH_008_001
mouse_strain,C57BL
gene_accession_id,MGI:99501
analysis_id,59l250ehdzi8l9l
