gene_symbol,MMS22L
parameter_id,MGP_MLN_010_001
gene_accession_id,MGI:2684980
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.6246216
parameter_name,Resting Treg cells - % of Treg
analysis_id,vhsy74i2v0hsvm6
