gene_symbol,Hspa5
mouse_life_stage,E12.5
parameter_id,MGP_BMI_006_001
analysis_id,7272a01e9k6z611
mouse_strain,C57BL
gene_accession_id,MGI:95835
parameter_name,Immature B cells (Hardy fraction E) - % of B220+
pvalue,0.5548898
