gene_symbol,Bpifa3
analysis_id,k64cjq6y2d6hd79
mouse_life_stage,Early adult
mouse_strain,129SV
parameter_id,IMPC_IPG_011_001
pvalue,0.5535346
parameter_name,Initial response to glucose challenge
gene_accession_id,MGI:1920638
