gene_symbol,Kdm4c
pvalue,0.7968256
parameter_id,ESLIM_011_001_007
parameter_name,PP1 + pulse startle magnitude
gene_accession_id,MGI:1924054
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,ibwzll8182360e9
