parameter_id,JAX_LDT_005_001
pvalue,0.8077969
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Ola1
analysis_id,r64u2qu6oavj11j
parameter_name,Time mobile dark side
gene_accession_id,MGI:1914309
