parameter_id,HRWLLA_OFD_020_001
mouse_life_stage,Early adult
parameter_name,Distance travelled - total
gene_accession_id,MGI:104848
pvalue,0.8973399
gene_symbol,Inpp1
analysis_id,jd7yv8q434998q8
mouse_strain,129SV
