parameter_id,ICS_FEA_019_001
analysis_id,c65cp7y965by0y0
gene_accession_id,MGI:2446186
mouse_strain,C57BL
gene_symbol,Lpgat1
pvalue,0.5809336
mouse_life_stage,Middle aged adult
parameter_name,% Freezing duration pre-cue-2
