gene_symbol,Nucks1
parameter_id,IMPC_GRS_009_001
gene_accession_id,MGI:1934811
mouse_life_stage,Late adult
pvalue,0.2436018
mouse_strain,C57BL
parameter_name,Forelimb and hindlimb grip strength measurement mean
analysis_id,656a1h0karfpy00
