parameter_id,JAXLA_OFD_020_001
parameter_name,Distance travelled - total
pvalue,0.3942193
gene_accession_id,MGI:99501
gene_symbol,Fgb
mouse_strain,C57BL
analysis_id,ju1pnci898zf5tw
mouse_life_stage,Early adult
