parameter_id,IMPC_OFD_011_001
parameter_name,Periphery resting time
mouse_strain,C57BL
Gene_symbol,Kdm5b
pvalue,0.6905539
Gene_accession_id,MGI:1922855
Mouse_life_stage,Early adult
Analysis_id,nzx6at071dslxrn
