gene_symbol,Morn5
analysis_id,71zlhktd73rexm4
parameter_id,HMGULA_SHI_009_001
pvalue,0.6051125
parameter_name,Startle response
mouse_life_stage,Early adult
gene_accession_id,MGI:1922745
mouse_strain,C57BL
