parameter_id,HRWLLA_OFD_013_001
gene_symbol,Bpifa3
parameter_name,Periphery average speed
mouse_strain,129SV
mouse_life_stage,Early adult
analysis_id,1x530274517tf96
pvalue,0.1688592
gene_accession_id,MGI:1920638
