parameter_id,JAXLA_CSD_022_001
analysis_id,c733m15p0si3r0a
parameter_name,Hindlimbs - size
gene_accession_id,MGI:2444777
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Ncaph
pvalue,0.2450021
