gene_symbol,Mecom
analysis_id,h3td62e67z2828f
pvalue,0.1172459
mouse_life_stage,Early adult
mouse_strain,C3H
gene_accession_id,MGI:95457
parameter_id,IMPC_GEP_084_001
parameter_name,Limb morphology
