mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Dnaaf9
pvalue,0.1386917
analysis_id,438129wrampog1s
parameter_id,MGP_IMM_129_001
gene_accession_id,MGI:1923029
parameter_name,CD11b-high cDC - % of CD45+
