mouse_strain,129SV
analysis_id,48a2s91o03rwzd9
parameter_id,IMPC_GEL_028_001
parameter_name,Forebrain
pvalue,0.1796707
gene_accession_id,MGI:1920638
gene_symbol,Bpifa3
mouse_life_stage,Early adult
