mouse_life_stage,Early adult
parameter_name,Effector CD8+ T cells - % of CD45+
pvalue,0.9663502
parameter_id,MGP_MLN_074_001
gene_symbol,Fgb
analysis_id,241ijv2809bjkx5
mouse_strain,C57BL
gene_accession_id,MGI:99501
