gene_symbol,Zyg11b
analysis_id,kc5qws4k1508fp7
gene_accession_id,MGI:2685277
pvalue,0.2282167
mouse_strain,C57BL
parameter_name,PP1 + pulse startle magnitude
mouse_life_stage,Early adult
parameter_id,ESLIM_011_001_007
