parameter_id,MGP_PBI_015_001
parameter_name,IgD+ mature B cell percentage
analysis_id,o4ch23l0s5690ip
gene_symbol,Ola1
gene_accession_id,MGI:1914309
mouse_life_stage,E18.5
pvalue,0.06518544
mouse_strain,C57BL
