mouse_life_stage,Late adult
analysis_id,6um247f9lr4toot
parameter_id,ESLIM_016_001_005
gene_accession_id,MGI:1345282
mouse_strain,C57BL
parameter_name,Mean cell volume
gene_symbol,Slc30a4
pvalue,0.9173824
