gene_symbol,Dmap1
mouse_strain,C57BL
gene_accession_id,MGI:1913483
parameter_name,B Cells
parameter_id,IMPC_IMM_063_001
pvalue,0.6898359
mouse_life_stage,E9.5
analysis_id,a988766dda6t25t
