parameter_id,JAX_OFD_017_001
mouse_strain,C57BL
analysis_id,ls4gv1z6vxue7vf
mouse_life_stage,Early adult
gene_symbol,Trim46
pvalue,0.3890861
gene_accession_id,MGI:2673000
parameter_name,Center average speed
