parameter_id,ESLIM_011_001_009
parameter_name,PP3 + pulse startle magnitude
gene_symbol,Dnajc8
mouse_strain,C57BL
pvalue,0.2170956
gene_accession_id,MGI:1915848
mouse_life_stage,Early adult
analysis_id,f6q8p7o2ae66n72
