parameter_id,IMPC_ECG_005_001
gene_symbol,Zmynd19
analysis_id,0i584qb7565noeh
mouse_strain,C57BL
pvalue,0.603979
gene_accession_id,MGI:1914437
mouse_life_stage,Early adult
parameter_name,PQ
